Artikel,Tag,Value
28,Usia pasien,19 tahun
28,Kapan,setelah periksa di dokter kulit dan kelamin
28,Outcome,diberikan salep dan obat merah
28,Gejala,wajah merah
28,Penyebab,jamur
28,Prakondisi,pemeriksaan
28,Prakondisi,penggunaan salep
28,Outcome,tidak ada perubahan
28,Pertanyaan,obat yg aman digunakan
28,Penyakit,jamur di wajah
28,Tindakan,diobati menggunakan obat antijamur oles atau minum
28,Prakondisi,luasnya lesi
28,Outcome,mengetahui jenis jamur di wajah
28,Tindakan,pemeriksaan laboratorium kerokan kulit
28,Tindakan,berkonsultasi dengan dokter spesialis kulit dan kelamin
28,Outcome,untuk mendpatkan pengobatan yang tepat
28,Penyebab,pengobatan infeksi jamur memakan waktu
28,Periode,minimal 2 minggu
28,Prakondisi,tetap sabar dan tetap berobat secara teratur
28,Penutup,harapan
28,Penutup,salam
29,Pasien,wanita
29,Usia pasien,19 tahun
29,Pertanyaan,obat apa
29,Pembuka,terimakasih
29,Pembuka,salam pembuka
29,Pembuka,simpati
29,Penyakit,infeksi jamur pada kulit (tinea)
29,Prakondisi,letak di selangkangan
29,Penyakit,tinea cruris
29,Prakondisi,letak di badan
29,Penyakit,tinea corporis
29,Penyebab,kulit yang lembab
29,Outcome,baik untuk pertumbuhan kuman dan jamur
29,Observasi,"gatal, berbau, lembab, kulit mudah iritasi/kemerahan"
29,Tindakan,mandi minimal 2 kali sehari
29,Tindakan,bersihkan daerah lipatan setiap hari
29,Tindakan,dikeringkan dengan kain kering
29,Tindakan,menggunakan pakaian berbahan katun
29,Tindakan,menggunakan pakaian yang menyerap keringat
29,Tindakan,tidak menggunakan handuk bersama-sama orang lain
29,Tindakan,menggunakan handuk bersih
29,Tindakan,mencuci handuk sesering mungkin
29,Tindakan,menggunakan pakaian yang terlalu ketat
29,Tindakan,menggunakan celana dalam yang terlalu ketat
29,Tindakan,menurunkan berat badan
29,Prakondisi,berat badan berlebih
29,Outcome,berisiko terkena infeksi jamur lebih tinggi
29,Tindakan,segera mandi
29,Kapan,setelah melakukan aktivitas fisik
29,Tindakan,pengobatan untuk jamur
29,Periode,2-4 minggu
29,Objek,obat salep golongan azole
29,Objek,obat oral
29,Prakondisi,kulit telah kembali normal
29,Prakondisi,tidak mengalami gejala
29,Tindakan,pengobatan tetap dilanjutkan
29,Periode,hingga 2 minggu setelahnya
29,Prakondisi,membutuhkan kesabaran dan kedisiplinan
29,Tindakan,menghindari kebiasaan menggaruk
29,Outcome,kulit semakin gatal
29,Outcome,meningkatkan risiko iritasi dan infeksi
29,Penutup,demikian
29,Penutup,salam
30,Pasien,wanita
30,Usia pasien,23 tahun
30,Tindakan,mandi dan beraktivitas di luar ruangan
30,Pertanyaan,apa berbahaya
30,Pembuka,terimakasih
30,Prakondisi,mengalami cacar air
30,Tindakan,tidak ada halangan dan larangan untuk mandi
30,Prakondisi,aktivita sdi luar ruangan
30,Tindakan,menggunakan masker
30,Outcome,tidak menulari orang lain
30,Outcome,tidak mendapatkan infeksi tambahan dari orang lain
30,Penutup,demikian
30,Penutup,salam
31,Pasien,wanita
31,Usia pasien,15 tahun
31,Prakondisi,cacar air belum sembuh
31,Pertanyaan,boleh menggunakan masker putih telur
31,Prakondisi,terlanjur digunakan
31,Pertanyaan,apa ada efek samping
31,Pembuka,terimakasih
31,Pembuka,simpati
31,Penyakit,cacar air
31,Outcome,dapat sembuh dengan sendirinya
31,Prakondisi,pengobatan
31,Outcome,mencegah virus menginfeksi semakin luas
31,Outcome,mencegah virus menurunkan daya tahan tubuh
31,Outcome,meningkatkan daya tahan tubuh
31,Outcome,mencegah komplikasi
31,Prakondisi,tubuh kehilangan banyak cairan
31,Kapan,fase demam
31,Kapan,saat ruam kemerahan muncul
31,Tindakan,mendapatkan cairan yang cukup
31,Tindakan,minum cairan 2-3 liter per hari
31,Prakondisi,ada tanda dehidrasi atau kekurangan cairan
31,Prakondisi,jumlah air kecil berkurang
31,Prakondisi,tangan dan kaki teraba dingin
31,Outcome,pemberian cairan melalui infus
31,Objek,antipiretik atau penurun demam
31,Prakondisi,mengalami nyeri dan demam
31,Tindakan,Pemberian obat mengandung asetaminofen
31,Kapan,Bila suhu lebih dari 37.5 derajat Celsius
31,Prakondisi,demam berkepanjangan
31,Prakondisi,kondisi tubuh semakin lemah
31,Tindakan,berkonsultasi dengan dokter
31,Prakondisi,ruam kemerahan sangat gatal
31,Outcome,penderita menggaruknya
31,Outcome,menyebabkan infeksi bakteri
31,Outcome,memperburuk kondisi
31,Outcome,mengurangi gatal
31,Tindakan,mengompres dingin
31,Tindakan,menggunakan losion berbahan kalamin
31,Prakondisi,Pemberian antivirus
31,Objek,asiklovir
31,Kapan,24 jam setelah muncul bintik kemerahan
31,Prakondisi,setiap orang harus mengalami cacar air
31,Kapan,sekali seumur hidup
31,Outcome,mencegah penyakit
31,Tindakan,vaksinasi
31,Prakondisi,anak usia di atas satu tahun
31,Tindakan,vaksinasi sebanyak satu kali
31,Prakondisi,usia di atas 13 tahun dan orang dewasa
31,Tindakan,vaksin dua kali
31,Periode,interval waktu 4-8 minggu
31,Penutup,demikian
31,Penutup,salam
32,Pasien,wanita
32,Usia pasien,16 tahun
32,Penyakit,cacar air
32,Kapan,dari 4 hari yang lalu
32,Outcome,cacar yang pecah
32,Penyebab,tidak sengaja tergaruk
32,Penyebab,terkena hijab
32,Outcome,bekasnya kering
32,Outcome,mengeluarkan nanah
32,Pertanyaan,apa gak bahaya
32,Pertanyaan,bagaimana cara mengatasinya
32,Pembuka,terimakasih
32,Pembuka,simpati
32,Penyakit,infeksi sekunder
32,Penyebab,bakteri
32,Tindakan,periksa ke dokter
32,Outcome,pemeriksaan secara langsung
32,Outcome,memastikan diagnosis
32,Outcome,memberikan terapi yang diperlukan
32,Penutup,demikian
32,Penutup,salam
33,Pasien,pria
33,Usia pasien,14 tahun
33,Penyakit,cacar air
33,Prakondisi,keropengnya sudah terkelupas
33,Kapan,5hari yang lalu
33,Outcome,izin tidak masuk sekolah
33,Periode,2 minggu
33,Pertanyaan,misal masuk lebih awal
33,Pembuka,terimakasih
33,Pembuka,simpati
33,Objek,virus cacar air
33,Outcome,infeksius
33,Kapan,1-2 hari sebelum munculnya lesi pada kulit
33,Outcome,hilang
33,Kapan,lesi sudah tidak timbul baru
33,Kapan,lesi kulit berbentuk krusta/tidak mengelembung
33,Kapan,1 minggu setelah kemunculan lesi pertama
33,Kapan,1 minggu setelah muncul lesi kulit
33,Outcome,tidak infeksius
33,Objek,makanan
33,Outcome,mempercepat pertumbuhan
33,Tindakan,mengonsumsi makanan bergizi
33,Objek,sayuran dan buah-buahan
33,Prakondisi,gizi seimbang
33,Prakondisi,istirahat cukup
33,Prakondisi,timbul lesi kulit cacar baru
33,Tindakan,tatap beristirahat di rumah
33,Periode,sampai pulih
33,Penutup,demikian
34,Pasien,anak-anak
34,Usia pasien,4 tahun
34,Penyakit,cacar air
34,Pertanyaan,obat apa
34,Pembuka,terimakasih
34,Pembuka,simpati
34,Penyakit,cacar air
34,Penyebab,infeksi
34,Penyebab,virus varicela zooster
34,Prakondisi,penyakit yang disebabkan virus
34,Prakondisi,dapat sembuh dengan sendirinya
34,Tindakan,menignkatkan daya tahan tubuh
34,Pasien,anak
34,Tindakan,istirahat
34,Tindakan,makan dengan gizi yang seimbang
34,Tindakan,diberikan pengobatan suportif/simptomatik
34,Tindakan,mejaga higienis yang baik
34,Outcome,terhindar dari infeksi sekunder
34,Outcome,mengurangi rasa gatal
34,Outcome,mencegah penggarukan
34,Tindakan,dikompres dingin
34,Tindakan,dioleskan losyen
34,Objek,"kalamin, antihistamin"
34,Objek,mentol atau fenol
34,Tindakan,Pengobatan antivirus
34,Objek,asiklovir
34,Outcome,mengurangi beratnya penyakit
34,Prakondisi,diberikan dalam waktu 24 jam
34,Kapan,setelah munculnya ruam pertama
34,Objek,salep asiklovir
34,Prakondisi,berat badan diatas 40kg
34,Outcome,dosis 4 x 800mg
34,Periode,5 hari
34,Kapan,hari ke-5
34,Outcome,lepuhan sudah tidak terbentuk lagi
34,Outcome,lepuhan kering
34,Kapan,hari ke-6
34,Outcome,menghilang
34,Kapan,kurang dari 20 hari
34,Objek,air larutan PK
34,Outcome,mencegah infeksi sekunder
34,Penyebab,bakteri
34,Prakondisi,kondisi terentu
34,Outcome,terjadi komplikasi lebih lanjut
34,Outcome,komplikasi bakteri pada kulit
34,Outcome,komplikasi bakteri pada tulang
34,Outcome,komplikasi bakteri pada persendian
34,Outcome,komplikasi bakteri pada darah (sepsis)
34,Penyakit,peradangan paru (pneumonia)
34,Outcome,perdangan otak (ensefalitis)
34,Outcome,gagal sirkulasi
34,Penyebab,shock sepsis
34,Penyakit,reye’s syndrome
34,Prakondisi,kelompok yang mengonsumsi aspirin
34,Prakondisi,terkena cacar air
34,Objek,bayi dan anak
34,Prakondisi,ibunya belum pernah terkena cacar air
34,Prakondisi,belum pernah mendapat vaksin
34,Objek,dewasa
34,Objek,ibu hamil
34,Prakondisi,belum pernah terkena cacar air
34,Objek,orang yang menjalani kemoterapi
34,Objek,orang yang menderita HIV
34,Penyebab,kekebalan tubuhnya menurun
34,Objek,orang yang mengonsumsi steroid atau obat-obat lain
34,Outcome,menekan imunitas
34,Penutup,demikian
35,Pasien,pria
35,Usia pasien,19 tahun
35,Objek,dosis acyclovir tablet 400mg
35,Pertanyaan,diminum 2 tablet langsung sebanyak 4x
35,Kapan,setiap 6 jam
35,Pembuka,terimakasih
35,Objek,dosis cacar air acyclovir 5 x 800mg
35,Tindakan,dikonsultasikan ke dokter
35,Penutup,demikian
35,Penutup,salam
36,Pasien,wanita
36,Usia pasien,16 tahun
36,Penyakit,bisul di area bokong sebelah kiri
36,Tindakan,dipencet
36,Outcome,mengeluarkan nanah
36,Periode,5 tahun
36,Pertanyaan,apa solusi dan obatnya
36,Penyakit,bisul
36,Penyebab,bakteri streptococcus
36,Penyebab,bakteri staphylococcus
36,Penyakit,furunkel (nama lain)
36,Penyebab,kondisi kulit yang kurang terjaga kebersihannya
36,Penyebab,kondisi kulit lembab
36,Penyakit,gangguan kekebalan tubuh
36,Outcome,berulang kali kambuh
36,Penyebab,faktor pencetus bisul belum dihilangkan
36,Penyebab,bisul yang dimiliki belum ditatalaksana sampai tuntas
36,Objek,obat untuk mengobati bisul
36,Objek,antibiotik topical
36,Objek,antibiotik oral
36,Tindakan,memberikan antibiotic
36,Outcome,mencegah bisul kambuh
36,Tindakan,menjaga kebersihan daerah bisul
36,Penyebab,kelembaban daerah bokong
36,Outcome,timbul bisul kembali
36,Tindakan,menjaga kebersihan daerah sekitar bokong
36,Tindakan,mengeringkan daerah bokong dan sekitarnya
36,Kapan,setelah BAB dan BAK
36,Objek,handuk kecil atau tissue
36,Tindakan,tidak menggunakan celana dalam
36,Tindakan,tidak menggunakan celana yang ketat
36,Tindakan,memakai pakaian dalam dari bahan kaos atau katun
36,Tindakan,rajin berganti pakaian dalam
36,Gejala,keluhan berulang
36,Tindakan,berkonsultasi langsung ke dokter
36,Outcome,dilakukan pemeriksaan fisik secara langsung
36,Penutup,demikian
37,Pasien,pria
37,Usia pasien,54 tahun
37,Penyakit,bisul di kepala dan wajah
37,Outcome,muka bengkak
37,Prakondisi,sudah ke dokter beberapa kali
37,Outcome,kambuh
37,Pembuka,terimakasih
37,Penyakit,folikulitis (bisul)
37,Penyebab,infeksi bakteri pada daerah kulit berambut
37,Penyebab,kelembaban daerah kepala meningkat
37,Pertanyaan,apakah rambut lebat
37,Pertanyaan,apakah sering berkeringat
37,Pertanyaan,apakah sering memakai topi
37,Pertanyaan,apakah memakai produk rambut
37,Outcome,mengindari bisul
37,Tindakan,menghindari kelembaban di daerah tersebut
37,Tindakan,mengeringkan daerah kepala
37,Kapan,bila terlalu lembab berkeringat
37,Tindakan,mengurangi penggunaan penutup kepala
37,Tindakan,menghindari minyak rambut berlebihan
37,Tindakan,mencuci rambut
37,Kapan,setiap hari atau 2 hari
37,Gejala,keluhan berlanjut
37,Tindakan,berkonsultasi ke dokter spesialis kulit dan kelamin
37,Penutup,demikian
37,Penutup,salam
38,Pasien,pria
38,Usia pasien,21 tahun
38,Penyakit,bisul di belahan pantat
38,Gejala,tak kunjung sembuh
38,Gejala,panas turun naik
38,Gejala,nyeri di belahan pantat
38,Periode,seminggu
38,Prakondisi,diberikan obat asam mefenamat dan cefixime
38,Outcome,meriang tidak hilang
38,Outcome,menggigil
38,Outcome,seluruh badan sangat panas
38,Pertanyaan,cara menurunkan panas
38,Pembuka,terimakasih
38,Pembuka,simpati
38,Outcome,menggigil
38,Penyebab,menghasilkan panas dalam tubuh
38,Outcome,suhu tubuh meningkat
38,Kapan,sampai suhu tubuh sama dengan suhu yang telah diatur otak
38,Gejala,ketidakmampuan tubuh mentoleransi dingin
38,Penyebab,normal pada variasi genetic
38,Outcome,tidak perlu diobati
38,Tindakan,berpakaian lengan Panjang
38,Outcome,menandakan penyakit metabolic
38,Penyebab,kelainan hormone tiroid yang rendah
38,Penyebab,efek samping obat-obat jantung dan psikiatri
38,Outcome,tidak dapat menyatakan kondisi menggigil
38,Penyebab,perlu wawancara medis detail dan pemeriksaan fisik lengkap
38,Tindakan,memeriksakan diri ke dokter
38,Outcome,mengetahui kondisi pasti
38,Outcome,mendapatkan pengobatan yang maksimal
38,Penutup,demikian
38,Penutup,salam
39,Pasien,pria
39,Usia pasien,22 tahun
39,Gejala,bisul yang seperti jerawat di daerah pantat
39,Gejala,bisul cukup banyak
39,Pertanyaan,obatnya apa
39,Pembuka,terimakasih
39,Pembuka,salam
39,Referensi,anjuran membaca referensi mengenai bisul
39,Penutup,salam
39,Penutup,terimakasih
